user_currency,user_country,start_mifid_days,has_finished_mifid,finish_mifid_days,has_deposit,first_deposit_days,first_deposit_amount,first_deposit_platform,mifid_actual_savings,mifid_next_year_savings,mifid_qualifications,mifid_money_other_brokers,mifid_invested_other_brokers,mifid_experience,has_linked_account,linked_account_days,has_demo_account,demo_account_days,has_demo_trade,demo_trade_days,has_mock_account,mock_account_days,user_flow_name,days_until_conversion_or_today,is_converted
USD,31,1.0,1,8.0,0,,0,1,5,13,1,0,0,1,0,,0,,0,,0,,2,1030,0
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1030,0
EUR,46,1.0,1,1.0,1,8.0,2,0,5,5,1,0,0,1,1,1.0,1,1.0,1,1.0,0,,2,8,1
USD,28,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1030,0
USD,160,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1030,0
EUR,46,307.0,1,497.0,1,497.0,12,0,5,5,1,0,0,0,0,,1,0.0,1,0.0,0,,2,497,1
USD,119,750.0,1,750.0,1,761.0,7.86,5,7,6,1,1,13,1,1,0.0,1,671.0,1,671.0,0,,2,761,1
USD,70,1.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1030,0
USD,30,129.0,0,,0,,0,1,13,13,1,0,0,1,0,,0,,0,,0,,2,1030,0
USD,125,0.0,1,410.0,1,410.0,8,3,13,7,1,1,12,0,0,,1,410.0,1,410.0,0,,2,410,1
USD,101,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1030,0
USD,10,0.0,1,0.0,1,0.0,6.00164,5,6,6,0,0,0,0,0,,1,0.0,1,0.0,0,,2,18,1
USD,138,0.0,1,1.0,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,2,1030,0
EUR,144,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1031,0
EUR,106,0.0,1,1.0,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,2,1031,0
USD,123,0.0,1,1.0,1,132.0,2,0,12,12,1,0,0,1,1,0.0,1,0.0,1,22.0,0,,2,133,1
EUR,46,0.0,1,222.0,0,,0,1,13,5,1,0,0,1,0,,0,,0,,0,,2,1031,0
USD,100,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1031,0
USD,106,2.0,1,5.0,0,,0,1,6,6,1,0,0,1,0,,0,,0,,0,,2,1031,0
USD,50,201.0,1,201.0,1,224.0,40,5,12,12,1,1,12,1,0,,1,201.0,1,201.0,0,,2,224,1
USD,30,4.0,0,,0,,0,1,5,6,0,1,13,0,0,,0,,0,,0,,2,1031,0
USD,160,0.0,0,,0,,0,1,13,6,1,1,5,1,0,,0,,0,,0,,2,1031,0
EUR,46,79.0,1,79.0,1,84.0,6,5,5,5,0,1,7,0,0,,0,,0,,0,,2,1031,0
USD,150,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1031,0
USD,31,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1031,0
EUR,46,15.0,1,16.0,0,,0,1,6,5,1,0,0,1,0,,0,,0,,0,,2,1031,0
GBP,53,0.0,1,6.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,1032,0
EUR,46,0.0,1,1.0,1,2.0,8,0,7,6,1,0,0,1,0,,1,2.0,1,2.0,0,,2,2,1
USD,26,0.0,1,1.0,1,20.0,99.96,5,7,6,1,0,0,0,0,,0,,0,,0,,2,27,1
EUR,22,0.0,1,1.0,0,,0,1,13,5,1,0,0,0,0,,0,,0,,0,,2,1032,0
GBP,53,0.0,1,1.0,0,,0,1,7,7,1,0,0,0,0,,0,,0,,0,,2,1032,0
EUR,46,220.0,1,220.0,1,531.0,2,0,12,12,1,1,12,1,0,,1,230.0,1,230.0,0,,2,531,1
EUR,46,36.0,1,42.0,1,42.0,8,0,6,7,0,0,0,0,0,,1,0.0,0,,0,,2,42,1
EUR,27,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1032,0
GBP,12,0.0,1,0.0,0,,0,1,10,10,1,0,0,1,0,,0,,0,,0,,2,1032,0
USD,26,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1032,0
USD,160,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1032,0
USD,118,130.0,0,,0,,0,1,12,6,1,1,12,1,0,,0,,0,,0,,2,1032,0
USD,100,332.0,1,349.0,0,,0,1,5,8,1,0,0,1,0,,0,,0,,0,,2,1032,0
USD,32,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1032,0
USD,12,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1033,0
USD,43,49.0,1,49.0,1,51.0,2,0,12,12,1,0,0,0,0,,1,0.0,1,0.0,1,11.0,2,52,1
USD,118,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1033,0
USD,72,0.0,1,1.0,1,1.0,4,0,7,9,1,0,0,1,1,1.0,0,,0,,0,,2,1,1
EUR,46,1.0,1,2.0,1,2.0,2,0,15,6,1,0,0,0,0,,1,120.0,1,120.0,0,,2,157,1
USD,41,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1033,0
USD,66,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1033,0
USD,70,0.0,1,0.0,0,,0,1,12,9,1,0,0,0,0,,0,,0,,0,,2,1033,0
USD,154,12.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1033,0
USD,144,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1033,0
USD,111,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1033,0
USD,15,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1034,0
EUR,46,2.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1034,0
EUR,46,80.0,0,,0,,0,1,5,12,1,0,0,0,0,,0,,0,,0,,2,1034,0
USD,91,0.0,1,1.0,0,,0,1,5,7,1,0,0,1,0,,0,,0,,0,,2,1034,0
USD,125,508.0,1,508.0,0,,0,1,7,8,0,1,13,0,0,,0,,0,,0,,2,1034,0
USD,150,0.0,1,1.0,0,,0,1,5,5,0,0,0,0,0,,0,,0,,0,,2,1034,0
EUR,46,351.0,0,,0,,0,1,7,7,1,1,6,0,0,,0,,0,,0,,2,1034,0
EUR,69,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1034,0
USD,74,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1034,0
USD,53,118.0,0,,0,,0,1,6,6,1,1,6,1,0,,0,,0,,0,,2,1035,0
EUR,106,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1035,0
USD,12,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1035,0
USD,100,4.0,1,6.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,1035,0
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1035,0
EUR,9,283.0,1,283.0,0,,0,1,5,13,1,1,12,1,0,,0,,0,,0,,2,1035,0
USD,160,2.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1035,0
USD,115,0.0,0,,0,,0,1,12,13,0,0,0,0,0,,0,,0,,0,,2,1035,0
USD,125,126.0,0,,0,,0,1,13,8,1,1,7,1,0,,0,,0,,0,,2,1035,0
EUR,50,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1035,0
USD,43,92.0,1,397.0,0,,0,1,12,8,0,1,12,0,0,,0,,0,,0,,2,1035,0
EUR,46,0.0,1,3.0,0,,0,1,9,5,1,0,0,1,0,,0,,0,,0,,2,1036,0
USD,26,1.0,1,3.0,1,3.0,2,0,5,13,1,0,0,1,0,,0,,0,,0,,2,5,1
USD,26,18.0,1,938.0,1,938.0,8,3,12,12,1,0,0,1,0,,1,5.0,1,12.0,0,,2,938,1
USD,26,0.0,1,3.0,0,,0,1,7,5,0,0,0,0,0,,0,,0,,0,,2,1036,0
EUR,77,0.0,1,3.0,1,4.0,2,5,6,5,1,0,0,1,0,,0,,0,,0,,2,4,1
EUR,46,5.0,1,5.0,1,6.0,8,5,6,6,0,0,0,0,0,,0,,0,,0,,2,6,1
USD,161,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1036,0
EUR,46,222.0,1,223.0,1,224.0,2,0,7,5,0,1,12,1,0,,1,0.0,1,0.0,0,,2,224,1
USD,114,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1036,0
USD,150,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1036,0
USD,30,0.0,1,6.0,1,12.0,80.05476,5,9,8,0,0,0,0,1,1.0,0,,0,,0,,2,16,1
EUR,30,0.0,1,18.0,1,542.0,40,5,7,8,1,0,0,0,0,,0,,0,,0,,2,31,1
USD,31,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1036,0
USD,109,944.0,1,945.0,1,949.0,39.934,5,15,15,1,1,5,0,0,,1,0.0,1,3.0,0,,2,949,1
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1036,0
USD,111,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1037,0
USD,26,2.0,1,4.0,0,,0,1,9,15,1,0,0,0,0,,0,,0,,0,,2,1037,0
USD,31,0.0,1,14.0,1,14.0,3.92,0,12,13,1,0,0,1,0,,0,,0,,0,,2,19,1
USD,36,98.0,1,98.0,0,,0,1,6,13,0,1,13,0,0,,0,,0,,0,,2,1037,0
USD,12,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1037,0
EUR,46,0.0,1,1.0,1,1.0,4,0,13,13,0,0,0,1,0,,1,0.0,1,1.0,0,,2,1,1
EUR,46,0.0,1,139.0,0,,0,1,13,5,1,0,0,0,0,,0,,0,,0,,2,1037,0
USD,138,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1037,0
EUR,46,223.0,1,228.0,1,235.0,6,0,6,5,1,1,13,1,1,0.0,0,,0,,0,,2,235,1
USD,152,0.0,1,4.0,0,,0,1,5,5,1,0,0,1,0,,0,,0,,0,,2,1037,0
USD,29,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1037,0
EUR,46,0.0,1,7.0,1,13.0,4,5,13,12,0,0,0,0,0,,0,,0,,0,,2,1037,0
USD,70,455.0,1,455.0,0,,0,1,13,13,1,1,12,0,0,,0,,0,,0,,2,1037,0
USD,101,0.0,1,1.0,1,636.0,4,3,7,7,1,0,0,1,1,0.0,1,10.0,0,,0,,2,636,1
USD,127,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1037,0
EUR,77,97.0,1,97.0,1,102.0,2,5,8,9,1,1,13,1,0,,1,0.0,1,0.0,0,,2,103,1
GBP,53,9.0,1,11.0,0,,0,1,8,7,1,0,0,1,0,,0,,0,,0,,2,1037,0
USD,64,593.0,1,601.0,1,601.0,2,3,5,13,1,0,0,0,0,,1,0.0,1,1.0,0,,2,607,1
USD,26,0.0,1,2.0,0,,0,1,8,8,0,0,0,0,0,,0,,0,,0,,2,1038,0
EUR,153,0.0,1,1.0,1,2.0,4,0,9,7,1,0,0,1,1,2.0,0,,0,,0,,2,6,1
GBP,10,75.0,1,75.0,1,588.0,0.03036,5,10,8,1,0,0,1,0,,0,,0,,0,,2,1038,0
USD,17,0.0,1,2.0,0,,0,1,5,5,1,0,0,1,0,,0,,0,,0,,2,1038,0
EUR,46,41.0,1,42.0,1,42.0,2,0,12,13,0,0,0,0,0,,1,0.0,1,0.0,0,,2,42,1
EUR,46,919.0,1,919.0,1,920.0,4,0,13,5,1,0,0,0,0,,1,0.0,1,232.0,0,,2,922,1
USD,31,248.0,1,250.0,0,,0,1,12,5,0,1,12,1,0,,0,,0,,0,,2,1038,0
EUR,9,0.0,1,0.0,1,981.0,2,0,9,8,1,0,0,1,0,,0,,0,,0,,2,1038,0
USD,31,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1038,0
USD,70,0.0,1,0.0,1,1.0,8,0,8,6,1,0,0,0,0,,0,,0,,0,,2,1,1
EUR,44,97.0,1,97.0,0,,0,1,13,13,1,1,12,1,0,,0,,0,,0,,2,1038,0
GBP,26,256.0,1,256.0,1,256.0,2.4,0,10,9,1,0,0,0,0,,0,,0,,0,,2,258,1
USD,109,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1038,0
EUR,125,0.0,1,0.0,1,42.0,6,5,7,7,0,0,0,1,0,,0,,0,,0,,2,44,1
EUR,46,0.0,1,0.0,1,5.0,20,0,7,7,1,0,0,1,0,,0,,0,,0,,2,7,1
EUR,50,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1038,0
USD,26,0.0,1,0.0,0,,0,1,6,7,0,0,0,0,0,,0,,0,,0,,2,1038,0
USD,160,66.0,1,71.0,1,82.0,2,0,5,5,0,0,0,1,1,0.0,0,,0,,0,,2,83,1
USD,70,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1039,0
USD,8,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1039,0
USD,64,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1039,0
USD,32,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1039,0
EUR,36,0.0,1,1.0,0,,0,1,8,13,1,0,0,1,0,,0,,0,,0,,2,1039,0
USD,70,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1039,0
USD,74,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1039,0
EUR,106,0.0,1,1.0,1,2.0,0.01116,5,7,6,0,0,0,1,0,,1,2.0,1,2.0,0,,2,3,1
EUR,46,0.0,1,679.0,1,680.0,2,0,13,13,0,1,12,0,0,,1,0.0,0,,0,,2,680,1
USD,53,0.0,1,0.0,1,0.0,4,0,15,15,0,0,0,0,1,0.0,0,,0,,0,,2,6,1
USD,70,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1039,0
USD,160,0.0,1,1.0,0,,0,1,8,8,1,0,0,1,0,,0,,0,,0,,2,1039,0
GBP,53,0.0,1,0.0,1,21.0,2,5,12,8,1,0,0,0,0,,0,,0,,0,,2,21,1
EUR,17,0.0,1,0.0,1,6.0,2,0,7,5,1,0,0,0,0,,0,,0,,0,,2,6,1
USD,74,0.0,1,0.0,0,,0,1,5,6,1,0,0,1,0,,0,,0,,0,,2,1039,0
EUR,50,22.0,1,23.0,1,23.0,2,0,5,5,1,0,0,0,0,,1,0.0,0,,0,,2,23,1
USD,115,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1039,0
USD,26,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1039,0
EUR,46,109.0,1,112.0,1,171.0,6,5,13,5,1,1,12,1,1,18.0,0,,0,,0,,2,172,1
USD,155,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1040,0
EUR,16,0.0,1,17.0,1,42.0,2.12,0,13,13,1,0,0,1,0,,1,28.0,1,28.0,0,,2,42,1
EUR,16,0.0,1,0.0,0,,0,1,13,13,1,0,0,1,0,,0,,0,,0,,2,1040,0
EUR,47,0.0,1,0.0,1,611.0,5.52,4,6,6,1,0,0,1,0,,1,0.0,1,0.0,0,,2,611,1
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1040,0
EUR,46,0.0,1,4.0,0,,0,1,8,7,1,0,0,1,0,,0,,0,,0,,2,1040,0
EUR,46,0.0,1,4.0,1,30.0,20,5,12,6,1,0,0,1,0,,0,,0,,0,,2,37,1
USD,30,0.0,0,,0,,0,1,13,6,0,0,0,0,0,,0,,0,,0,,2,1040,0
EUR,46,0.0,1,0.0,1,2.0,4,6,6,5,1,0,0,0,0,,0,,0,,0,,2,2,1
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1040,0
USD,70,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1040,0
EUR,125,0.0,1,0.0,0,,0,1,6,6,1,0,0,1,0,,0,,0,,0,,2,1040,0
USD,26,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1040,0
USD,127,2.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1040,0
EUR,111,81.0,1,84.0,1,86.0,2,0,12,11,0,0,0,0,0,,1,29.0,1,30.0,0,,2,87,1
EUR,46,348.0,1,751.0,0,,0,1,13,13,1,1,12,0,0,,0,,0,,0,,2,1041,0
GBP,53,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1041,0
EUR,35,0.0,1,1.0,0,,0,1,7,7,1,0,0,1,0,,0,,0,,0,,2,1041,0
USD,72,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1041,0
EUR,124,1.0,1,1.0,0,,0,1,12,12,0,0,0,1,0,,0,,0,,0,,2,1041,0
EUR,46,0.0,1,3.0,1,9.0,8,5,5,5,0,0,0,0,0,,0,,0,,0,,2,10,1
EUR,46,3.0,1,3.0,1,15.0,84.08,5,6,6,0,0,0,0,0,,0,,0,,0,,2,15,1
USD,22,104.0,1,106.0,0,,0,1,13,5,1,1,13,1,0,,0,,0,,0,,2,1041,0
USD,31,3.0,1,3.0,0,,0,1,12,12,0,0,0,1,0,,0,,0,,0,,2,1042,0
USD,31,4.0,1,4.0,1,660.0,2,3,12,5,1,0,0,1,0,,1,4.0,0,,0,,2,661,1
USD,31,27.0,1,30.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,1042,0
USD,30,51.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1042,0
USD,33,106.0,0,,0,,0,1,5,6,1,1,13,1,0,,0,,0,,0,,2,1042,0
USD,100,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1042,0
USD,153,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1042,0
USD,100,2.0,1,38.0,1,40.0,2,0,12,12,1,0,0,0,0,,1,0.0,1,2.0,0,,2,116,1
EUR,46,102.0,1,102.0,1,102.0,2,0,12,12,0,1,12,0,0,,1,0.0,1,2.0,1,0.0,2,103,1
EUR,91,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1043,0
USD,104,7.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1043,0
GBP,53,0.0,1,0.0,0,,0,1,9,8,1,0,0,1,0,,0,,0,,0,,2,1043,0
USD,113,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1043,0
EUR,46,0.0,1,6.0,1,10.0,20,5,8,6,1,0,0,1,0,,0,,0,,0,,2,1043,0
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1043,0
USD,26,2.0,1,3.0,1,44.0,2,0,7,7,1,0,0,0,0,,0,,0,,0,,2,44,1
EUR,46,172.0,1,370.0,1,370.0,4,3,5,5,1,1,13,1,0,,0,,0,,0,,2,370,1
USD,8,1.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1044,0
EUR,46,644.0,1,644.0,1,648.0,0.42,5,12,13,1,1,12,1,0,,0,,0,,0,,2,1044,0
USD,70,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1044,0
EUR,46,614.0,1,687.0,1,687.0,4,0,13,5,0,0,0,0,0,,1,0.0,1,1.0,0,,2,690,1
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1044,0
EUR,0,0.0,1,0.0,1,14.0,20,5,9,10,0,0,0,0,0,,0,,0,,0,,2,1044,0
EUR,50,63.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1044,0
USD,153,0.0,1,187.0,0,,0,1,7,7,0,1,13,0,0,,0,,0,,0,,2,1044,0
EUR,46,518.0,1,519.0,1,526.0,2,0,9,6,1,0,0,0,1,273.0,1,0.0,1,1.0,0,,2,529,1
USD,109,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1044,0
USD,26,0.0,1,0.0,1,0.0,2,0,8,7,1,0,0,0,0,,0,,0,,0,,2,0,1
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1044,0
USD,30,19.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1044,0
EUR,46,0.0,1,4.0,0,,0,1,7,13,0,0,0,0,0,,0,,0,,0,,2,1044,0
USD,30,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1044,0
EUR,46,0.0,1,937.0,1,937.0,8,0,8,6,1,1,7,0,0,,0,,0,,0,,2,1044,0
EUR,46,608.0,1,609.0,0,,0,1,5,5,1,1,12,0,0,,0,,0,,0,,2,1045,0
USD,101,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1045,0
EUR,119,0.0,1,1.0,0,,0,1,9,6,1,0,0,1,0,,0,,0,,0,,2,1045,0
USD,100,970.0,0,,0,,0,1,6,5,1,1,6,1,0,,0,,0,,0,,2,1045,0
USD,30,34.0,1,47.0,1,70.0,8.032,5,7,7,0,0,0,1,1,35.0,1,35.0,1,35.0,1,59.0,2,70,1
EUR,27,56.0,1,57.0,1,135.0,2,0,7,7,1,0,0,1,0,,0,,0,,0,,2,1045,0
USD,161,2.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1045,0
EUR,37,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1045,0
EUR,100,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1045,0
EUR,8,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1045,0
USD,26,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1045,0
EUR,46,0.0,1,93.0,1,103.0,20,5,10,10,1,0,0,1,0,,0,,0,,0,,2,1045,0
EUR,46,0.0,1,1.0,1,9.0,32,5,15,15,1,0,0,1,0,,0,,0,,0,,2,1045,0
USD,26,192.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1045,0
EUR,125,0.0,0,,0,,0,1,9,6,1,1,13,1,0,,0,,0,,0,,2,1045,0
USD,144,0.0,1,0.0,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,2,1045,0
USD,30,0.0,0,,0,,0,1,7,7,1,1,6,1,0,,0,,0,,0,,2,1045,0
USD,41,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1045,0
USD,160,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1046,0
USD,48,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1046,0
USD,22,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1046,0
USD,160,75.0,1,76.0,1,164.0,2,0,13,13,1,0,0,1,0,,1,0.0,1,69.0,0,,2,196,1
USD,93,1.0,1,1.0,0,,0,1,12,5,1,0,0,0,0,,0,,0,,0,,2,1046,0
EUR,46,5.0,1,6.0,1,15.0,48,5,6,13,0,0,0,0,0,,1,5.0,0,,0,,2,16,1
USD,31,0.0,1,0.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,1046,0
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1046,0
EUR,125,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1046,0
EUR,106,,1,0.0,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1046,0
EUR,37,25.0,1,28.0,1,38.0,2,0,13,5,0,0,0,1,1,0.0,1,0.0,1,0.0,0,,2,40,1
USD,133,1.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1046,0
EUR,46,0.0,1,2.0,1,10.0,28,5,15,15,1,0,0,1,0,,0,,0,,0,,2,1046,0
USD,43,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1046,0
USD,160,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1046,0
USD,26,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1046,0
EUR,77,1.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1047,0
USD,104,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1047,0
USD,75,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1047,0
EUR,77,0.0,1,1.0,0,,0,1,5,5,1,0,0,0,0,,0,,0,,0,,2,1047,0
USD,41,36.0,1,36.0,0,,0,1,6,6,0,0,0,0,0,,0,,0,,0,,2,1047,0
USD,154,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1047,0
USD,66,1.0,1,4.0,0,,0,1,12,6,1,0,0,1,0,,0,,0,,0,,2,1047,0
USD,12,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1047,0
USD,27,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1047,0
USD,144,45.0,1,45.0,0,,0,1,13,12,0,0,0,0,0,,0,,0,,0,,2,1047,0
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1047,0
GBP,53,0.0,1,0.0,1,0.0,2,0,13,5,1,0,0,1,0,,0,,0,,0,,2,0,1
USD,41,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1047,0
USD,161,1.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1048,0
USD,100,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1048,0
USD,160,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1048,0
USD,28,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1048,0
USD,30,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1048,0
USD,31,0.0,1,2.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,1049,0
USD,26,0.0,1,2.0,0,,0,1,13,9,0,0,0,0,0,,0,,0,,0,,2,1049,0
EUR,17,2.0,1,4.0,1,20.0,2.1,5,12,13,1,0,0,0,1,1.0,1,4.0,1,4.0,0,,2,20,1
USD,100,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1049,0
USD,10,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1049,0
USD,160,26.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,1049,0
USD,27,5.0,1,5.0,1,5.0,8,0,10,9,1,0,0,0,0,,1,0.0,1,2.0,0,,2,6,1
