user_currency,user_country,start_mifid_days,has_finished_mifid,finish_mifid_days,has_deposit,first_deposit_days,first_deposit_amount,first_deposit_platform,mifid_actual_savings,mifid_next_year_savings,mifid_qualifications,mifid_experience,mifid_money_other_brokers,mifid_invested_other_brokers,user_flow_name,first_trade_investor_account_demo_days,conversion
USD,6,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
EUR,29,0,0,,0,,0,1,0,0,0,0,0,0,3,0,0
USD,58,0,0,,0,,0,1,5,5,1,0,0,0,3,0,0
EUR,36,27,1,27,1,139,3.858322401419862643722509453,0,5,6,1,1,1,13,0,0,0
USD,6,0,1,3,0,,0,1,13,5,1,1,1,12,3,,0
USD,49,1,0,,0,,0,1,13,6,1,1,1,13,0,0,0
USD,77,0,0,,0,,0,1,12,12,0,0,0,0,3,0,0
EUR,36,0,0,,0,,0,1,12,5,0,0,0,0,0,0,0
USD,77,0,0,,0,,0,1,12,13,0,0,0,0,0,0,0
USD,36,6,1,7,0,,0,1,8,5,1,0,0,0,3,5,0
USD,77,0,0,,0,,0,1,12,5,0,0,0,0,0,0,0
EUR,36,0,1,1,1,14,19.29161200709931321861254726,5,10,9,1,1,1,8,3,,1
USD,31,2,0,,0,,0,1,13,5,1,1,1,13,3,,0
USD,48,0,1,0,1,7,19.29161200709931321861254726,5,5,7,0,0,0,0,3,11,1
USD,33,0,0,,0,,0,1,12,12,0,1,0,0,2,0,0
USD,25,0,1,1,1,1,15.43328960567945057489003781,3,5,5,0,0,0,0,3,,1
USD,77,0,0,,0,,0,1,12,12,0,0,1,12,3,,0
EUR,36,0,0,,0,,0,1,13,7,1,0,1,13,0,1,0
EUR,38,43,0,,0,,0,1,13,13,1,1,1,12,1,0,0
USD,24,0,1,1,0,,0,1,10,15,0,0,1,10,3,,0
USD,1,0,0,,0,,0,1,0,0,0,0,0,0,3,0,0
USD,33,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
USD,48,0,1,6,1,6,1.929161200709931321861254726,3,7,7,0,1,1,7,3,,1
USD,117,0,1,0,1,0,2.314993440851917586233505672,3,9,7,1,0,0,0,3,,1
EUR,36,0,0,,0,,0,1,13,13,0,0,0,0,3,0,0
EUR,100,23,1,28,1,34,3.858322401419862643722509453,0,6,5,1,0,0,0,3,,1
USD,36,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
USD,77,8,1,9,0,,0,1,13,5,0,0,0,0,3,,0
EUR,36,0,1,6,0,,0,1,12,13,1,0,1,12,3,,0
USD,33,1,0,,0,,0,1,12,13,1,1,1,12,2,0,0
EUR,38,62,1,63,0,,0,1,9,6,1,1,1,7,3,,0
GBP,41,230,0,,0,,0,1,7,8,1,1,0,0,3,,0
USD,33,0,1,0,0,,0,1,12,13,1,1,0,0,3,,0
EUR,114,0,0,,0,,0,1,7,7,0,0,1,13,3,,0
EUR,36,0,0,,0,,0,1,12,13,0,0,1,12,3,0,0
USD,12,0,0,,0,,0,1,12,12,1,0,1,12,3,,0
USD,8,0,1,0,0,,0,1,12,13,0,0,1,12,3,,0
USD,78,0,1,0,1,49,1.929161200709931321861254726,3,5,11,1,0,1,13,3,,0
USD,22,4,0,,0,,0,1,12,12,0,1,0,0,3,2,0
USD,77,0,0,,0,,0,1,7,7,1,1,1,12,3,,0
USD,25,0,0,,0,,0,1,12,5,1,1,0,0,3,0,0
USD,6,1,1,112,0,,0,1,13,5,1,0,1,12,0,112,0
EUR,36,212,1,213,1,216,1.929161200709931321861254726,0,12,5,1,0,0,0,3,0,0
EUR,29,0,1,2,0,,0,1,5,5,0,1,1,12,3,0,0
EUR,36,98,0,,0,,0,1,12,12,0,0,0,0,0,0,0
EUR,21,1,1,2,0,,0,1,12,5,0,0,0,0,0,,0
USD,77,0,0,,0,,0,1,12,12,1,1,1,12,3,0,0
USD,6,0,1,1,0,,0,1,12,12,0,0,1,12,3,0,0
EUR,36,0,0,,0,,0,1,12,13,0,0,0,0,3,,0
USD,6,0,0,,0,,0,1,8,7,0,1,1,13,3,,0
USD,85,0,1,1,1,2,3.819739177405664017285284358,3,12,13,0,0,0,0,2,2,1
USD,22,0,1,1,0,,0,1,12,13,1,1,1,12,3,,0
USD,6,0,1,2,0,,0,1,12,12,1,0,0,0,3,,0
USD,22,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,79,1,0,,0,,0,1,12,12,0,0,0,0,3,,0
EUR,36,66,1,72,1,72,1.929161200709931321861254726,0,12,13,1,0,0,0,3,3,0
USD,36,0,0,,0,,0,1,12,13,1,1,0,0,3,,0
EUR,36,0,1,4,1,9,27.00825680993903850605756617,5,7,7,1,1,1,5,3,,1
EUR,36,0,1,2,1,2,3.858322401419862643722509453,0,7,7,0,0,0,0,3,,1
EUR,36,0,1,11,1,30,2.083494096766725827610155105,0,6,13,1,0,1,13,3,2,1
USD,26,0,1,52,0,,0,1,12,12,0,0,1,12,3,,0
USD,41,0,0,,0,,0,1,9,13,0,1,0,0,3,,0
USD,1,0,1,3,0,,0,1,8,10,0,0,0,0,3,0,0
USD,52,0,1,3,0,,0,1,7,5,1,0,1,6,3,,0
EUR,58,0,1,0,1,0,1.929161200709931321861254726,0,6,6,1,0,1,7,3,0,1
USD,120,0,0,,0,,0,1,12,12,1,1,0,0,3,,0
USD,6,0,1,6,0,,0,1,12,12,1,1,0,0,3,,0
USD,22,0,1,1,0,,0,1,5,6,1,0,1,12,3,29,0
EUR,36,14,1,15,1,271,1.929161200709931321861254726,0,13,6,1,0,0,0,3,0,0
USD,77,0,1,5,1,13,3.858322401419862643722509453,3,12,12,0,0,1,12,3,1,0
EUR,36,0,1,0,0,,0,1,8,9,0,0,1,12,3,,0
EUR,36,0,1,1,1,2,1.929161200709931321861254726,0,7,7,0,0,1,13,3,6,1
EUR,100,0,1,0,1,38,3.858322401419862643722509453,0,13,5,0,0,1,6,3,,1
EUR,109,0,0,,0,,0,1,9,10,1,1,0,0,3,,0
EUR,36,5,1,6,0,,0,1,7,8,1,1,1,12,0,5,0
USD,31,0,1,0,0,,0,1,12,13,0,0,0,0,3,0,0
EUR,36,0,1,0,1,5,38.58322401419862643722509453,5,8,8,1,1,1,8,3,1,1
USD,36,0,0,,0,,0,1,5,7,1,1,1,12,3,0,0
USD,20,1,1,1,1,1,1.929161200709931321861254726,3,7,7,0,0,0,0,3,0,0
USD,25,0,1,0,1,5,19.29161200709931321861254726,5,13,13,0,0,0,0,3,,1
USD,110,2,0,,0,,0,1,15,10,1,1,1,11,2,0,0
EUR,36,6,1,7,1,9,3.858322401419862643722509453,5,6,5,1,1,1,5,3,0,1
EUR,36,0,1,1,0,,0,1,12,12,0,0,0,0,3,1,0
EUR,36,0,1,5,0,,0,1,13,5,0,0,0,0,3,7,0
USD,24,0,0,,0,,0,1,12,6,0,0,1,12,3,0,0
USD,22,0,1,0,0,,0,1,12,12,0,0,0,0,3,,0
USD,25,9,1,10,1,15,19.14306659464464850682923065,5,13,5,1,0,0,0,3,0,1
USD,29,0,1,1,1,3,15.19021529438999922833551972,5,7,7,1,0,1,6,2,0,1
EUR,36,0,0,,0,,0,1,12,12,0,0,1,12,3,,0
USD,33,0,0,,0,,0,1,0,0,0,0,0,0,0,0,0
USD,26,0,0,,0,,0,1,12,13,0,0,0,0,3,,0
USD,1,6,0,,0,,0,1,12,12,0,0,0,0,3,,0
EUR,89,0,1,0,1,9,42.44154641561848908094760398,5,0,0,0,0,0,0,3,,1
EUR,100,0,1,0,1,2,19.29161200709931321861254726,5,7,7,1,1,1,6,3,,1
EUR,36,2,1,3,1,6,11.57496720425958793116752836,5,5,5,1,0,0,0,0,0,1
EUR,36,8,1,9,1,13,38.58322401419862643722509453,5,8,8,1,0,1,5,0,0,1
USD,77,7,0,,0,,0,1,13,5,1,1,1,12,3,7,0
EUR,77,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
USD,115,0,0,,0,,0,1,12,11,0,1,1,12,3,0,0
EUR,36,0,1,14,1,18,3.858322401419862643722509453,5,5,13,1,0,1,5,3,7,1
EUR,36,16,1,135,1,137,18.20861949224477197314607609,5,8,5,0,0,1,12,3,0,1
USD,87,0,1,3,0,,0,1,12,12,0,0,0,0,0,0,0
USD,24,0,0,,0,,0,1,5,5,0,0,1,13,3,,0
EUR,36,0,1,0,0,,0,1,12,13,0,0,1,12,3,0,0
USD,120,0,0,,0,,0,1,12,5,1,1,0,0,3,0,0
USD,52,29,0,,0,,0,1,13,7,1,1,1,5,0,29,0
USD,22,0,0,,0,,0,1,12,12,0,0,1,12,3,,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
EUR,36,0,0,,0,,0,1,12,12,1,0,1,12,3,,0
USD,6,0,1,58,1,59,2.355660158962882938498340921,4,7,7,0,0,0,0,0,57,1
USD,25,0,1,2,0,,0,1,12,6,1,0,0,0,3,45,0
USD,85,0,1,2,0,,0,1,12,13,0,0,1,12,3,,0
USD,25,0,0,,0,,0,1,12,12,1,0,0,0,3,,0
USD,85,7,0,,0,,0,1,12,12,1,1,1,12,0,,0
USD,25,0,0,,0,,0,1,12,13,1,0,0,0,3,,0
EUR,7,0,1,3,0,,0,1,8,8,1,1,1,8,3,3,0
EUR,36,85,0,,0,,0,1,6,13,0,0,1,5,0,0,0
GBP,16,0,1,5,0,,0,1,11,5,1,0,1,10,3,,0
USD,121,1,1,3,0,,0,1,12,12,1,1,1,12,0,0,0
EUR,36,0,1,0,1,4,19.29161200709931321861254726,5,10,9,1,1,1,7,3,,1
EUR,36,0,1,0,1,5,3.858322401419862643722509453,5,15,15,1,1,1,6,3,,1
EUR,36,0,1,0,1,4,19.29161200709931321861254726,5,10,9,1,1,1,7,3,,1
EUR,38,4,0,,0,,0,1,6,6,1,1,1,9,3,,0
USD,41,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,120,0,1,0,0,,0,1,12,12,0,1,1,12,3,,0
EUR,36,0,0,,0,,0,1,6,5,1,0,1,6,0,0,0
EUR,36,0,1,1,1,74,1.929161200709931321861254726,5,13,13,1,0,0,0,3,,1
USD,85,0,0,,0,,0,1,12,12,0,0,0,0,3,15,0
EUR,36,0,1,1,1,1,3.858322401419862643722509453,0,7,7,1,0,1,12,3,1,1
USD,25,5,0,,0,,0,1,0,0,0,0,0,0,2,0,0
EUR,38,0,0,,0,,0,1,12,6,1,1,1,12,3,,0
EUR,36,7,1,11,1,13,1.929161200709931321861254726,5,5,6,1,1,0,0,3,7,1
EUR,36,4,1,4,1,6,4.456362373639941353499498418,5,5,13,1,0,1,12,3,0,1
EUR,36,0,1,0,1,4,3.858322401419862643722509453,5,5,13,1,0,0,0,3,,1
USD,77,0,0,,0,,0,1,12,12,0,0,0,0,3,0,0
USD,33,70,0,,0,,0,1,12,12,1,0,0,0,3,,0
EUR,36,0,0,,0,,0,1,12,12,1,0,1,12,3,,0
EUR,100,0,1,1,1,2,3.858322401419862643722509453,5,8,7,0,0,1,5,3,,1
EUR,36,0,0,,0,,0,1,0,0,0,0,0,0,0,,0
USD,26,0,1,1,0,,0,1,6,7,1,1,1,6,3,,0
EUR,38,0,1,0,0,,0,1,7,5,1,1,1,13,3,,0
EUR,36,0,1,0,1,2,38.58322401419862643722509453,5,7,7,0,1,1,7,3,,1
EUR,36,0,1,1,1,169,1.929161200709931321861254726,0,8,6,1,0,0,0,3,0,0
EUR,36,0,0,,0,,0,1,6,13,1,0,1,5,2,0,0
EUR,100,2,1,3,1,10,3.858322401419862643722509453,0,5,10,0,0,1,12,3,,1
EUR,21,0,1,2,0,,0,1,9,5,1,0,1,13,3,0,0
USD,8,0,0,,0,,0,1,13,13,1,1,1,5,2,0,0
USD,25,0,0,,0,,0,1,12,12,1,1,1,12,2,0,0
USD,77,7,1,14,1,31,1.979319391928389536229647349,4,12,13,1,1,1,13,0,1,1
EUR,36,4,1,7,1,11,3.858322401419862643722509453,5,13,5,1,0,1,13,3,,0
EUR,36,0,0,,0,,0,1,6,7,1,0,1,5,2,0,0
EUR,58,0,1,190,1,205,3.858322401419862643722509453,5,6,5,1,0,0,0,3,0,1
EUR,36,0,1,39,0,,0,1,13,5,0,0,0,0,2,0,0
EUR,121,8,1,140,1,163,1.909869588702832008642642179,5,7,7,1,0,1,7,3,0,1
EUR,36,87,0,,0,,0,1,13,13,0,0,0,0,3,0,0
EUR,77,0,0,,0,,0,1,12,12,0,0,1,12,3,0,0
USD,36,0,0,,0,,0,1,12,6,0,0,0,0,0,0,0
USD,25,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
USD,41,0,0,,0,,0,1,7,7,1,1,1,5,3,,0
USD,6,0,1,1,0,,0,1,12,12,1,0,0,0,3,4,0
EUR,36,185,1,190,1,192,3.858322401419862643722509453,0,12,12,0,0,0,0,3,1,1
USD,33,0,1,1,0,,0,1,13,13,1,0,0,0,3,,0
EUR,25,0,1,3,0,,0,1,12,13,0,0,0,0,0,2,0
GBP,41,0,1,2,1,5,7.716644802839725287445018906,5,6,13,1,0,0,0,3,,1
USD,6,0,1,9,0,,0,1,13,13,1,0,1,12,0,,0
EUR,36,17,1,38,0,,0,1,13,12,0,0,0,0,0,17,0
USD,31,0,0,,0,,0,1,12,12,0,0,0,0,0,,0
EUR,36,0,1,2,0,,0,1,5,6,1,0,0,0,3,,0
EUR,36,0,1,2,0,,0,1,7,7,1,1,1,5,3,2,0
USD,77,0,0,,0,,0,1,13,12,0,0,0,0,3,,0
USD,85,0,0,,0,,0,1,0,0,0,0,0,0,3,4,0
USD,77,0,0,,0,,0,1,12,12,1,0,0,0,3,,0
USD,22,0,0,,0,,0,1,12,5,0,0,0,0,3,0,0
EUR,36,0,0,,0,,0,1,13,5,1,0,0,0,3,,0
EUR,77,28,1,28,1,36,3.858322401419862643722509453,3,5,6,1,0,1,12,0,0,0
USD,85,0,0,,0,,0,1,12,13,0,0,0,0,3,,0
USD,41,9,0,,0,,0,1,12,12,0,0,0,0,0,0,0
USD,77,0,1,1,1,2,2.122077320780924454047380199,3,12,12,0,0,0,0,3,,1
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
USD,25,0,1,1,1,3,1.929161200709931321861254726,3,13,13,1,1,1,12,3,,1
USD,79,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
USD,22,0,1,5,0,,0,1,13,13,1,0,0,0,3,,0
USD,6,0,0,,0,,0,1,12,13,1,1,1,12,3,0,0
USD,12,0,1,0,0,,0,1,6,7,1,1,1,6,3,,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,0,,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,5,0
USD,46,0,1,1,0,,0,1,12,12,0,1,0,0,0,4,0
USD,120,0,1,1,1,10,3.858322401419862643722509453,3,5,5,0,1,0,0,3,,1
EUR,36,0,1,0,0,,0,1,13,12,1,1,1,13,3,,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,0,0
EUR,36,1,0,,0,,0,1,13,13,0,0,1,12,3,0,0
EUR,58,0,1,0,1,2,1.929161200709931321861254726,5,8,7,0,0,0,0,3,,1
USD,85,7,1,9,1,10,3.858322401419862643722509453,3,13,12,0,0,0,0,3,0,1
EUR,6,0,0,,0,,0,1,12,13,0,0,1,12,3,,0
EUR,38,1,1,1,0,,0,1,13,10,1,0,1,13,1,0,0
EUR,51,0,1,1,1,14,5.787483602129793965583764179,5,12,12,1,1,0,0,3,,1
EUR,36,0,1,0,1,2,9.645806003549656609306273632,5,7,6,0,0,0,0,3,,1
EUR,36,53,1,83,0,,0,1,6,13,0,0,0,0,3,0,0
EUR,58,2,0,,0,,0,1,9,6,0,0,0,0,3,,0
USD,6,0,0,,0,,0,1,12,13,0,0,0,0,3,,0
USD,22,0,0,,0,,0,1,12,12,0,0,0,0,0,,0
EUR,36,0,1,146,0,,0,1,5,5,0,1,1,13,3,,0
USD,101,0,1,0,0,,0,1,12,12,1,1,1,12,0,,0
USD,33,0,1,0,0,,0,1,13,13,0,0,1,12,3,,0
EUR,36,0,1,8,0,,0,1,5,13,1,0,1,6,3,0,0
USD,6,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
USD,33,0,1,2,1,2,19.29161200709931321861254726,3,15,15,0,0,0,0,0,0,1
EUR,10,0,0,,0,,0,1,7,7,1,1,1,8,3,0,0
EUR,36,0,1,1,0,,0,1,13,13,1,0,1,12,3,0,0
EUR,36,55,1,60,1,60,1.929161200709931321861254726,0,5,5,0,0,0,0,3,0,1
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,0,0,0
EUR,36,1,1,28,1,147,19.29161200709931321861254726,5,12,12,0,0,1,12,3,28,1
EUR,36,1,1,1,1,2,1.929161200709931321861254726,5,6,7,1,0,1,5,3,0,1
USD,25,13,0,,0,,0,1,5,5,1,0,0,0,0,0,0
USD,77,189,1,189,1,204,1.929161200709931321861254726,3,12,12,0,0,0,0,3,0,1
EUR,36,0,1,0,0,,0,1,12,5,0,0,0,0,2,0,0
USD,115,1,1,5,0,,0,1,6,6,0,0,0,0,3,5,0
EUR,36,122,0,,0,,0,1,5,6,0,0,1,12,3,44,0
USD,22,0,1,1,0,,0,1,13,7,0,0,1,12,3,1,0
EUR,36,3,1,5,0,,0,1,7,7,0,0,0,0,3,1,0
USD,25,0,0,,0,,0,1,12,13,0,0,0,0,3,2,0
USD,6,2,1,3,0,,0,1,12,13,0,0,0,0,3,1,0
EUR,36,0,0,,0,,0,1,12,13,1,1,1,12,3,,0
USD,85,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
USD,77,1,0,,0,,0,1,5,13,1,1,1,12,3,0,0
USD,6,84,1,150,1,200,2.469326336908712091982406050,4,13,6,1,0,1,12,3,33,0
USD,33,0,0,,0,,0,1,12,13,1,1,0,0,3,,0
USD,85,0,1,4,0,,0,1,5,5,0,0,0,0,0,1,0
USD,22,0,0,,0,,0,1,12,13,0,0,1,12,3,,0
EUR,36,0,1,2,1,5,3.858322401419862643722509453,5,5,13,0,0,0,0,3,5,1
USD,25,1,0,,0,,0,1,12,13,0,0,0,0,0,1,0
USD,25,0,0,,0,,0,1,12,13,0,0,1,12,0,,0
USD,33,0,1,2,0,,0,1,12,12,0,0,1,12,0,3,0
USD,91,34,0,,0,,0,1,0,0,0,0,0,0,3,34,0
USD,120,3,1,3,0,,0,1,7,7,1,1,1,12,3,0,0
EUR,36,0,1,4,0,,0,1,6,5,1,0,1,8,3,0,0
EUR,36,0,0,,0,,0,1,12,6,0,0,1,6,3,,0
USD,99,0,1,0,1,38,3.858322401419862643722509453,3,6,7,1,1,0,0,0,25,1
USD,25,0,1,0,0,,0,1,5,5,1,0,0,0,3,,0
USD,85,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
EUR,121,0,1,0,0,,0,1,12,12,1,0,0,0,3,0,0
USD,121,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
USD,85,0,0,,0,,0,1,12,12,0,0,0,0,3,0,0
USD,33,1,1,4,0,,0,1,12,12,0,0,1,12,3,0,0
USD,25,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,33,2,0,,0,,0,1,12,12,1,1,0,0,3,0,0
USD,77,0,0,,0,,0,1,12,12,1,0,1,12,3,0,0
EUR,36,0,1,1,1,1,1.929161200709931321861254726,0,12,13,1,1,1,12,3,,1
USD,77,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
EUR,81,0,1,1,1,2,1.929161200709931321861254726,5,9,7,1,1,0,0,3,27,1
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,0,0
EUR,36,0,1,1,0,,0,1,12,12,0,0,1,12,3,0,0
USD,120,79,1,82,0,,0,1,6,5,1,1,1,13,0,0,0
USD,77,0,0,,0,,0,1,12,12,0,0,0,0,0,0,0
USD,89,0,1,1,1,1,7.716644802839725287445018906,0,6,6,1,0,1,13,3,,1
EUR,36,0,1,0,0,,0,1,5,6,0,1,1,13,3,0,0
EUR,36,0,1,0,1,9,3.858322401419862643722509453,5,8,5,1,0,1,6,3,,1
EUR,36,20,1,21,1,259,1.929161200709931321861254726,0,13,13,1,1,1,12,3,0,0
USD,85,0,0,,0,,0,1,13,6,0,0,0,0,0,0,0
USD,22,0,0,,0,,0,1,12,12,0,0,0,0,0,0,0
EUR,36,2,1,3,1,7,7.716644802839725287445018906,5,6,6,1,0,1,12,3,0,1
USD,23,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,114,2,1,2,1,6,2.314993440851917586233505672,4,7,7,0,0,1,6,3,1,1
EUR,36,0,1,0,1,3,11.57496720425958793116752836,5,13,6,0,0,0,0,3,0,1
USD,70,0,1,0,1,60,1.967744424724129948298479821,4,13,5,1,0,1,12,3,,0
EUR,36,0,1,0,1,1,7.716644802839725287445018906,5,5,13,0,0,0,0,3,0,1
USD,106,0,1,0,0,,0,1,5,5,1,0,1,12,3,0,0
USD,22,3,1,4,0,,0,1,6,8,0,0,1,13,3,0,0
USD,85,0,0,,0,,0,1,12,13,0,0,0,0,0,,0
USD,41,0,0,,0,,0,1,5,6,0,0,1,7,3,,0
USD,22,0,1,1,0,,0,1,13,6,1,0,1,12,3,1,0
USD,38,5,0,,0,,0,1,0,0,0,0,0,0,3,26,0
EUR,36,0,1,1,0,,0,1,5,5,1,0,1,12,3,2,0
USD,114,91,0,,0,,0,1,13,13,0,0,1,5,3,23,0
USD,120,0,1,1,0,,0,1,12,13,0,0,0,0,3,,0
USD,25,0,0,,0,,0,1,13,13,1,1,1,5,0,,0
USD,22,0,1,45,0,,0,1,13,5,0,0,0,0,3,2,0
USD,6,32,1,66,0,,0,1,12,12,1,1,1,12,0,,0
USD,22,0,0,,0,,0,1,12,10,0,0,0,0,3,,0
USD,97,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,77,0,1,13,0,,0,1,7,6,0,0,1,12,3,,0
USD,17,0,0,,0,,0,1,12,12,1,0,1,12,0,,0
EUR,36,0,1,3,1,6,3.858322401419862643722509453,5,13,5,1,0,1,10,3,,1
EUR,36,0,0,,0,,0,1,12,12,1,0,0,0,3,0,0
USD,7,0,1,0,0,,0,1,7,7,1,0,1,13,3,0,0
USD,8,0,1,0,1,144,13.91889806312215448722895285,5,7,8,0,0,0,0,3,,1
EUR,36,0,0,,0,,0,1,12,12,1,0,0,0,3,1,0
USD,25,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
USD,41,0,1,1,0,,0,1,9,10,1,1,1,9,3,,0
EUR,36,0,1,6,1,6,1.929161200709931321861254726,0,7,6,1,1,1,13,3,,1
USD,6,0,0,,0,,0,1,12,12,0,0,1,12,3,,0
USD,36,11,0,,0,,0,1,0,0,0,0,0,0,3,6,0
EUR,113,0,1,1,1,7,77.00439848753761864341384366,5,11,15,1,0,1,10,3,,1
USD,85,7,1,9,0,,0,1,12,13,0,0,0,0,3,1,0
EUR,36,0,0,,0,,0,1,5,12,0,0,0,0,2,0,0
EUR,36,0,1,0,1,6,19.29161200709931321861254726,5,10,10,1,1,1,7,3,,1
USD,78,0,0,,0,,0,1,5,8,0,0,1,5,3,,0
USD,78,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
EUR,36,0,1,13,0,,0,1,12,12,0,0,0,0,3,,0
EUR,36,155,1,160,1,161,9.645806003549656609306273632,0,7,7,0,0,1,5,3,2,1
USD,31,0,1,1,0,,0,1,12,5,1,0,1,12,0,0,0
EUR,36,0,1,17,1,21,1.929161200709931321861254726,0,13,7,1,1,1,12,0,1,1
EUR,36,9,1,9,1,14,57.87483602129793965583764179,5,0,0,0,0,0,0,3,93,1
USD,121,1,1,3,1,34,7.716644802839725287445018906,3,6,12,1,0,1,12,3,0,0
EUR,77,0,0,,0,,0,1,12,13,0,0,1,12,3,0,0
EUR,36,0,1,98,0,,0,1,13,5,1,1,1,13,3,,0
EUR,36,0,0,,0,,0,1,13,13,0,0,1,13,1,0,0
USD,6,0,1,0,0,,0,1,12,13,0,0,0,0,0,27,0
USD,78,0,1,0,1,0,1.929161200709931321861254726,3,6,7,0,0,1,7,3,,0
USD,6,2,0,,0,,0,1,8,8,0,1,1,7,3,,0
EUR,36,100,1,101,1,101,1.929161200709931321861254726,0,7,8,1,0,1,13,3,2,0
EUR,36,0,1,1,0,,0,1,8,12,1,1,1,6,3,0,0
GBP,41,0,1,46,1,50,1.929161200709931321861254726,0,9,8,1,0,0,0,3,,1
USD,25,1,0,,0,,0,1,12,13,0,0,0,0,0,0,0
GBP,41,0,1,1,0,,0,1,7,5,0,0,0,0,2,0,0
EUR,36,0,1,0,1,0,2.006327648738328574735704916,0,6,5,0,0,0,0,3,0,0
USD,106,0,1,2,1,3,3.858322401419862643722509453,3,12,12,1,1,0,0,3,0,1
USD,22,0,0,,0,,0,1,9,15,0,1,1,12,0,,0
EUR,36,251,1,255,1,256,19.29161200709931321861254726,0,6,7,0,0,1,8,0,256,1
EUR,38,0,1,1,1,11,19.29161200709931321861254726,5,8,8,0,0,1,8,3,,1
USD,25,0,1,1,0,,0,1,6,5,1,0,1,12,3,,0
USD,25,0,1,1,0,,0,1,13,8,1,1,1,12,3,,0
USD,48,43,1,43,1,43,2.314993440851917586233505672,3,13,5,0,0,1,13,3,1,1
EUR,36,0,1,130,1,131,1.929161200709931321861254726,0,5,6,1,1,1,12,3,1,0
USD,36,26,0,,0,,0,1,12,12,1,1,1,12,3,,0
USD,25,0,1,4,0,,0,1,12,11,0,0,0,0,0,,0
USD,25,0,0,,0,,0,1,13,13,1,0,1,12,3,,0
EUR,36,0,1,2,1,2,1.929161200709931321861254726,0,7,8,1,1,1,10,3,2,1
EUR,36,0,1,2,1,3,2.314993440851917586233505672,0,6,5,0,0,0,0,3,,1
USD,109,2,1,2,1,6,38.58322401419862643722509453,3,11,11,1,1,1,11,3,2,1
EUR,36,0,1,9,0,,0,1,13,6,1,0,1,12,3,,0
EUR,115,0,1,2,0,,0,1,5,6,0,0,1,12,3,,0
USD,99,0,0,,0,,0,1,0,0,0,0,0,0,0,,0
USD,77,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
USD,6,1,0,,0,,0,1,12,13,0,0,0,0,3,,0
GBP,41,0,1,5,0,,0,1,5,5,1,1,1,13,3,32,0
USD,33,0,0,,0,,0,1,12,6,0,0,0,0,3,,0
USD,24,0,0,,0,,0,1,5,7,0,1,1,5,3,,0
EUR,36,0,1,0,0,,0,1,12,12,1,0,0,0,3,3,0
USD,85,0,1,3,1,276,1.929161200709931321861254726,3,12,5,0,0,0,0,3,13,0
EUR,36,0,1,0,1,12,19.29161200709931321861254726,5,9,13,0,0,0,0,3,,1
EUR,36,0,1,0,0,,0,1,13,13,0,0,0,0,3,,0
USD,31,0,1,4,0,,0,1,12,12,0,0,1,12,0,0,0
EUR,1,0,1,1,1,13,1.929161200709931321861254726,3,8,10,1,1,1,7,3,,0
USD,26,8,1,11,0,,0,1,13,13,1,1,1,13,3,,0
USD,85,0,0,,0,,0,1,12,12,0,0,0,0,3,0,0
EUR,53,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,97,0,1,1,0,,0,1,5,6,0,0,1,6,3,,0
USD,115,0,1,0,0,,0,1,12,12,0,0,1,12,3,,0
EUR,25,0,0,,0,,0,1,13,13,1,0,0,0,3,6,0
USD,25,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
USD,85,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,22,0,0,,0,,0,1,8,7,0,0,1,6,0,0,0
USD,85,0,0,,0,,0,1,12,13,0,1,1,12,3,2,0
GBP,41,0,1,6,1,8,1.929161200709931321861254726,0,5,12,0,0,1,12,3,,1
USD,36,0,0,,0,,0,1,5,6,1,0,1,6,3,0,0
USD,25,0,0,,0,,0,1,12,13,0,0,0,0,3,,0
USD,26,0,1,0,1,24,1.929161200709931321861254726,3,12,12,1,1,1,13,3,0,1
