user_currency,user_country,start_mifid_days,has_finished_mifid,finish_mifid_days,has_deposit,first_deposit_days,first_deposit_amount,first_deposit_platform,mifid_actual_savings,mifid_next_year_savings,mifid_qualifications,mifid_experience,mifid_money_other_brokers,mifid_invested_other_brokers,user_flow_name,first_trade_investor_account_demo_days,conversion
EUR,36,0,1,1,1,4,1.929161200709931321861254726,5,12,13,0,0,0,0,3,,1
GBP,85,5,0,,0,,0,1,12,12,1,1,1,12,0,0,0
EUR,36,0,1,1,1,1,7.716644802839725287445018906,0,7,8,0,0,1,5,3,,1
USD,61,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
EUR,69,0,1,0,1,7,57.87483602129793965583764179,5,9,10,1,0,1,8,3,0,1
EUR,27,0,1,0,1,0,1.929161200709931321861254726,0,5,13,0,0,1,5,3,0,1
GBP,41,0,0,,0,,0,1,6,7,0,0,1,5,3,0,0
EUR,36,27,1,27,1,27,3.858322401419862643722509453,0,7,5,1,0,1,12,3,0,1
EUR,58,0,1,15,0,,0,1,9,8,0,0,1,6,3,,0
EUR,77,0,1,29,1,42,1.929161200709931321861254726,3,5,7,1,1,0,0,3,23,1
USD,77,1,0,,0,,0,1,5,5,0,0,0,0,3,0,0
EUR,36,0,1,2,1,2,19.29161200709931321861254726,0,5,6,0,0,1,13,3,,1
USD,85,0,1,0,1,0,1.929161200709931321861254726,3,12,13,1,0,0,0,3,0,1
USD,29,0,1,6,0,,0,1,7,7,1,0,1,7,3,,0
GBP,41,0,1,0,1,0,1.929161200709931321861254726,0,13,12,0,0,1,12,3,,1
EUR,58,8,0,,0,,0,1,5,13,1,1,1,13,0,,0
USD,1,15,0,,0,,0,1,12,12,0,1,1,12,3,,0
GBP,8,0,1,21,1,65,19.29161200709931321861254726,5,7,5,1,0,0,0,3,,1
USD,41,0,0,,0,,0,1,7,10,0,0,1,6,3,,0
EUR,36,0,1,1,1,10,15.43328960567945057489003781,5,9,8,0,0,0,0,3,,1
EUR,36,0,1,0,0,,0,1,9,8,0,0,0,0,3,,0
EUR,36,0,1,0,1,0,1.929161200709931321861254726,4,5,5,1,0,1,12,3,0,0
USD,36,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,62,0,0,,0,,0,1,12,13,1,1,1,13,3,,0
EUR,15,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
USD,77,26,0,,0,,0,1,7,9,1,1,0,0,2,0,0
EUR,36,7,1,12,1,12,1.929161200709931321861254726,0,8,7,1,0,1,7,3,0,1
EUR,36,1,1,2,1,2,2.314993440851917586233505672,0,8,6,0,0,1,8,0,,1
GBP,41,1,0,,0,,0,1,13,5,1,1,1,12,3,1,0
EUR,36,0,1,8,1,14,5.787483602129793965583764179,0,6,5,1,0,0,0,3,,1
USD,6,0,0,,0,,0,1,12,13,1,0,0,0,3,,0
USD,8,2,1,5,1,10,1.929161200709931321861254726,3,9,9,0,1,1,9,3,,0
EUR,36,0,0,,0,,0,1,7,6,0,0,0,0,3,,0
USD,121,0,0,,0,,0,1,8,7,0,0,1,12,3,,0
USD,41,0,0,,0,,0,1,5,13,0,0,1,12,3,,0
EUR,36,16,1,16,1,19,38.58322401419862643722509453,5,5,6,1,0,1,13,3,,1
USD,52,0,1,2,0,,0,1,13,12,1,1,1,13,3,,0
EUR,36,36,1,37,1,37,1.929161200709931321861254726,0,6,6,0,0,0,0,3,5,0
USD,36,0,0,,0,,0,1,5,7,1,0,1,12,3,,0
USD,36,230,0,,0,,0,1,13,13,0,0,0,0,3,,0
EUR,36,1,1,3,0,,0,1,6,13,1,1,1,5,3,7,0
USD,121,54,0,,0,,0,1,12,13,0,0,0,0,3,,0
EUR,36,0,1,3,1,24,19.29161200709931321861254726,0,7,6,0,0,0,0,0,,1
EUR,36,0,0,,0,,0,1,12,12,1,0,0,0,0,,0
EUR,36,0,1,0,1,10,7.716644802839725287445018906,5,9,6,0,0,1,9,3,7,1
USD,85,0,0,,0,,0,1,8,8,1,1,1,6,3,,0
USD,95,0,0,,0,,0,1,0,0,0,0,0,0,3,0,0
EUR,30,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,77,0,1,0,0,,0,1,12,12,0,0,0,0,3,,0
USD,78,0,1,0,1,12,1.929161200709931321861254726,3,12,12,1,1,1,12,3,12,1
EUR,68,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
EUR,36,28,1,29,1,35,1.929161200709931321861254726,0,5,12,0,0,1,12,0,0,0
USD,6,137,1,146,0,,0,1,13,12,0,0,1,12,3,137,0
EUR,36,0,0,,0,,0,1,7,7,1,0,1,7,0,0,0
EUR,36,0,0,,0,,0,1,13,13,1,0,0,0,0,0,0
EUR,36,129,0,,0,,0,1,6,6,1,1,1,12,0,,0
EUR,36,0,1,0,1,0,1.929161200709931321861254726,0,12,5,1,0,1,12,3,78,0
EUR,58,1,0,,0,,0,1,13,5,0,0,0,0,0,0,0
EUR,29,0,1,9,0,,0,1,7,7,0,0,1,7,0,,0
USD,25,0,0,,0,,0,1,0,0,0,0,0,0,3,0,0
EUR,36,0,0,,0,,0,1,13,7,1,0,1,7,3,,0
EUR,36,37,1,38,0,,0,1,7,7,0,0,1,5,3,0,0
EUR,53,0,1,3,0,,0,1,8,8,1,1,1,5,3,,0
USD,8,0,1,6,0,,0,1,13,8,1,0,1,12,3,,0
EUR,50,0,1,1,1,69,7.716644802839725287445018906,0,13,5,0,0,1,5,3,,0
EUR,36,0,1,1,1,4,23.14993440851917586233505672,5,7,7,0,0,1,12,3,0,1
GBP,41,0,0,,0,,0,1,8,10,1,1,1,8,3,,0
EUR,36,0,1,1,1,4,7.716644802839725287445018906,5,7,6,1,0,1,7,3,7,1
USD,24,0,1,1,0,,0,1,13,13,1,1,1,6,3,,0
USD,25,45,1,46,1,46,9.645806003549656609306273632,3,7,7,1,0,1,5,2,1,0
EUR,38,12,1,18,1,19,5.787483602129793965583764179,3,7,7,0,0,1,12,3,1,1
EUR,36,0,1,2,0,,0,1,6,5,1,0,1,13,3,,0
EUR,36,3,1,10,1,77,1.929161200709931321861254726,0,9,5,1,0,0,0,0,3,1
EUR,38,0,1,2,0,,0,1,12,12,1,1,0,0,3,,0
GBP,13,56,0,,0,,0,1,7,13,1,1,0,0,3,,0
USD,120,0,1,144,0,,0,1,11,10,1,1,1,9,3,143,0
EUR,58,0,1,3,1,5,77.16644802839725287445018906,5,8,8,1,0,1,5,3,,1
USD,72,0,1,3,0,,0,1,13,13,1,1,0,0,3,,0
USD,6,157,0,,0,,0,1,6,13,1,1,0,0,2,2,0
USD,33,0,1,4,0,,0,1,12,13,0,1,1,12,3,480,0
USD,114,0,1,17,0,,0,1,6,6,1,1,1,6,3,,0
EUR,36,22,0,,0,,0,1,5,7,1,1,0,0,0,,0
USD,52,0,0,,0,,0,1,12,12,0,0,1,12,3,,0
EUR,36,0,1,4,0,,0,1,12,12,1,0,1,7,0,0,0
EUR,36,0,1,0,1,0,3.858322401419862643722509453,0,5,6,0,0,0,0,3,,0
USD,6,4,0,,0,,0,1,12,12,1,0,1,12,3,0,0
EUR,36,0,1,0,0,,0,1,7,7,0,0,1,7,3,0,0
EUR,36,0,1,0,0,,0,1,7,7,1,0,1,6,0,0,0
USD,24,0,0,,0,,0,1,5,5,0,1,1,5,3,,0
EUR,36,0,0,,0,,0,1,12,12,0,0,1,12,0,0,0
EUR,36,0,1,1,1,11,7.716644802839725287445018906,0,5,13,1,0,0,0,0,,1
EUR,36,0,1,12,1,20,1.929161200709931321861254726,5,13,13,1,0,1,12,3,0,1
USD,101,0,1,0,1,0,19.29161200709931321861254726,3,7,8,1,1,1,8,3,,1
GBP,41,0,1,0,0,,0,1,8,8,1,1,1,6,3,13,0
USD,58,0,0,,0,,0,1,5,12,0,0,1,5,0,0,0
USD,54,0,1,1,1,1,3.858322401419862643722509453,3,6,6,1,1,0,0,3,,1
EUR,36,0,0,,0,,0,1,6,7,0,0,0,0,3,,0
EUR,36,0,0,,0,,0,1,12,6,0,0,0,0,3,,0
USD,41,0,0,,0,,0,1,0,0,0,0,0,0,3,0,0
EUR,36,98,1,99,1,99,3.858322401419862643722509453,0,7,5,1,1,0,0,3,4,0
EUR,14,0,0,,0,,0,1,6,6,1,1,1,12,0,1,0
EUR,38,0,1,1,0,,0,1,13,13,1,1,0,0,3,1,0
EUR,13,0,1,1,1,18,3.858322401419862643722509453,5,12,12,0,0,0,0,3,,1
USD,36,0,0,,0,,0,1,12,6,1,1,0,0,0,,0
USD,77,0,1,6,0,,0,1,12,12,1,0,1,12,0,5,0
USD,85,0,0,,0,,0,1,0,0,0,0,0,0,3,2,0
EUR,29,0,1,16,0,,0,1,12,12,1,0,0,0,3,62,0
USD,85,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
EUR,13,40,1,41,0,,0,1,7,7,1,1,1,7,3,2,0
USD,106,0,1,3,1,3,1.929161200709931321861254726,3,12,12,0,0,0,0,3,2,1
EUR,36,23,1,24,1,32,3.858322401419862643722509453,0,12,12,0,0,0,0,3,0,1
USD,120,0,0,,0,,0,1,13,12,0,1,1,13,3,,0
GBP,41,5,1,6,1,6,3.858322401419862643722509453,0,6,5,0,0,0,0,2,0,1
USD,36,0,1,0,1,0,5.787483602129793965583764179,0,6,5,1,0,1,13,3,,0
USD,120,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
USD,77,0,0,,0,,0,1,12,12,0,0,1,12,0,0,0
EUR,109,0,0,,0,,0,1,10,15,1,1,0,0,3,,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
USD,24,0,0,,0,,0,1,12,12,0,0,1,12,3,,0
USD,101,2,1,126,0,,0,1,12,12,0,0,0,0,3,0,0
USD,113,0,0,,0,,0,1,13,5,0,0,1,12,3,,0
GBP,36,0,1,0,0,,0,1,7,7,1,0,1,5,3,0,0
GBP,36,0,1,0,0,,0,1,5,5,1,0,1,5,3,0,0
EUR,78,0,1,0,1,46,1.929161200709931321861254726,4,13,13,1,1,1,12,3,0,1
USD,115,2,1,2,0,,0,1,12,12,0,0,0,0,3,2,0
EUR,36,1,0,,0,,0,1,5,7,0,0,0,0,3,1,0
EUR,36,47,1,47,1,47,3.858322401419862643722509453,0,5,13,1,1,0,0,0,,0
USD,50,9,1,10,1,16,38.40381202253260282429199784,5,8,7,1,0,1,6,3,,0
EUR,29,0,1,2,0,,0,1,5,12,0,0,1,13,3,0,0
USD,16,3,0,,0,,0,1,5,5,0,0,1,13,2,0,0
USD,101,0,1,0,0,,0,1,6,6,1,1,1,6,3,43,0
EUR,36,0,1,3,1,8,5.787483602129793965583764179,0,13,5,1,0,1,13,3,,1
USD,120,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
USD,77,0,1,4,0,,0,1,13,13,0,1,0,0,0,0,0
EUR,36,179,1,191,1,192,3.858322401419862643722509453,0,6,13,0,0,0,0,3,2,1
EUR,20,0,0,,0,,0,1,5,5,1,1,0,0,0,12,0
USD,24,12,0,,0,,0,1,6,6,0,1,1,6,0,,0
NO_CURRENCY,58,513,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,36,0,0,,0,,0,1,9,9,1,1,0,0,3,,0
EUR,58,0,1,0,1,20,34.72490161277876379350258508,5,6,5,0,0,1,7,3,0,1
GBP,41,0,1,24,1,48,3.858322401419862643722509453,5,5,5,1,0,1,12,3,,0
EUR,101,0,1,0,1,0,1.929161200709931321861254726,3,9,8,0,0,1,7,3,,1
EUR,36,113,0,,0,,0,1,5,13,0,0,1,13,3,,0
USD,26,43,1,44,1,49,3.954780461455359209815572189,5,12,12,0,0,0,0,3,50,1
EUR,75,0,0,,0,,0,1,6,7,0,0,1,7,0,0,0
USD,120,0,0,,0,,0,1,6,5,1,1,1,6,3,,0
USD,99,0,0,,0,,0,1,12,12,1,0,1,12,0,0,0
EUR,38,20,1,21,1,21,3.858322401419862643722509453,3,11,8,1,1,1,6,3,0,1
USD,31,0,1,3,0,,0,1,12,12,1,1,0,0,3,3,0
EUR,36,0,1,0,1,0,1.929161200709931321861254726,0,5,7,0,0,0,0,0,0,1
EUR,36,0,1,9,1,20,84.88309283123697816189520796,5,7,7,1,1,1,6,3,0,1
EUR,36,0,1,1,0,,0,1,5,12,0,0,0,0,3,,0
EUR,29,0,1,1,1,28,165.9078632610540936800679065,5,10,10,1,1,0,0,3,,1
EUR,58,19,0,,0,,0,1,7,8,1,1,1,6,2,0,0
EUR,36,0,0,,0,,0,1,12,12,1,0,0,0,3,1,0
USD,85,0,1,3,0,,0,1,13,13,0,0,0,0,3,1,0
USD,120,0,1,1,0,,0,1,6,6,1,1,1,12,3,,0
USD,77,0,1,2,0,,0,1,13,13,0,0,0,0,3,,0
USD,22,30,1,30,1,240,15.89208272243228644185508141,4,12,12,1,1,1,12,3,,0
USD,85,72,1,72,0,,0,1,8,7,1,0,1,7,0,72,0
EUR,36,0,1,2,1,2,3.858322401419862643722509453,0,7,5,0,0,1,7,3,,1
USD,114,0,1,6,1,8,2.314993440851917586233505672,3,12,12,0,0,1,12,2,,1
EUR,36,0,1,4,1,4,3.858322401419862643722509453,0,8,9,1,1,1,5,3,,1
USD,117,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
EUR,36,0,1,3,0,,0,1,8,5,0,0,0,0,3,,0
USD,77,0,0,,0,,0,1,5,12,1,1,0,0,3,0,0
EUR,29,0,1,1,1,1,7.716644802839725287445018906,0,7,7,1,0,0,0,3,0,1
EUR,36,0,1,1,1,6,38.58322401419862643722509453,5,8,8,0,0,1,7,3,,1
EUR,36,0,1,0,0,,0,1,5,5,0,0,0,0,3,,0
USD,77,111,1,113,1,114,1.929161200709931321861254726,3,12,13,1,1,0,0,3,134,0
EUR,36,0,0,,0,,0,1,5,6,0,0,0,0,3,,0
EUR,36,0,1,1,1,9,38.58322401419862643722509453,6,8,6,0,0,1,5,3,0,1
USD,54,2,0,,0,,0,1,13,13,0,0,0,0,3,0,0
GBP,41,0,1,2,1,6,38.58322401419862643722509453,5,9,5,1,0,0,0,3,3,1
USD,33,0,0,,0,,0,1,12,12,0,0,0,0,0,,0
EUR,38,0,1,0,1,6,1.929161200709931321861254726,5,7,6,1,1,0,0,3,3,1
USD,85,0,0,,0,,0,1,12,12,1,1,0,0,3,0,0
EUR,36,0,1,1,0,,0,1,7,6,1,1,1,5,3,,0
USD,115,0,1,0,1,11,1.929161200709931321861254726,0,13,5,0,0,1,12,3,11,1
EUR,58,1,1,1,0,,0,1,8,5,1,0,1,5,3,4,0
EUR,36,1,1,1,1,1,1.929161200709931321861254726,0,6,7,1,0,1,6,3,0,1
EUR,91,0,1,1,0,,0,1,12,12,1,1,0,0,3,1,0
EUR,36,0,1,3,1,3,1.929161200709931321861254726,0,7,5,1,1,1,5,0,,1
EUR,36,1,1,3,1,20,11.57496720425958793116752836,5,5,5,0,0,0,0,0,0,1
USD,66,205,1,207,1,210,38.58322401419862643722509453,3,8,8,1,0,1,12,3,,0
USD,85,30,0,,0,,0,1,12,12,0,0,1,12,3,0,0
USD,97,0,0,,0,,0,1,13,13,1,1,1,13,3,,0
EUR,36,0,1,5,0,,0,1,13,6,1,0,1,12,2,0,0
EUR,14,0,0,,0,,0,1,12,12,0,0,1,12,3,,0
EUR,29,0,1,1,0,,0,1,9,9,1,1,1,8,3,,0
EUR,36,299,1,356,1,383,3.665406281348869511536383980,5,13,5,1,0,1,12,3,0,0
USD,31,127,1,127,0,,0,1,12,12,1,0,1,12,0,0,0
EUR,29,0,1,0,0,,0,1,12,13,0,0,0,0,3,1,0
USD,51,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,78,103,0,,0,,0,1,13,13,1,1,1,13,3,0,0
USD,24,0,0,,0,,0,1,13,5,0,1,1,12,3,,0
EUR,36,0,0,,0,,0,1,12,13,1,1,0,0,3,,0
EUR,36,409,1,416,1,422,231.4993440851917586233505672,5,8,5,1,1,0,0,3,50,1
EUR,36,0,0,,0,,0,1,5,5,1,1,1,13,3,0,0
EUR,38,0,0,,0,,0,1,8,6,0,0,1,6,3,0,0
USD,25,0,0,,0,,0,1,12,12,1,1,0,0,0,0,0
USD,82,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
EUR,38,0,1,2,1,2,7.716644802839725287445018906,3,7,12,1,1,1,5,3,1,1
USD,25,0,0,,0,,0,1,12,12,1,1,0,0,0,0,0
EUR,58,16,1,16,1,57,2.314993440851917586233505672,0,6,13,0,0,0,0,3,0,1
GBP,41,0,0,,0,,0,1,8,5,1,0,0,0,3,32,0
USD,120,0,1,9,0,,0,1,6,6,1,1,1,7,3,2,0
USD,113,0,1,1,0,,0,1,8,7,1,1,1,12,3,4,0
EUR,100,30,1,30,1,31,1.929161200709931321861254726,0,6,7,1,0,1,6,3,29,1
USD,41,28,0,,0,,0,1,0,0,0,0,0,0,0,3,0
USD,20,0,0,,0,,0,1,7,7,0,1,1,5,3,,0
EUR,36,0,1,7,1,12,1.929161200709931321861254726,5,7,5,0,0,1,7,3,,1
EUR,36,0,1,6,1,61,7.716644802839725287445018906,0,5,5,1,1,1,12,3,0,1
USD,56,0,0,,0,,0,1,12,12,1,0,0,0,3,0,0
USD,56,0,0,,0,,0,1,12,12,1,0,0,0,3,,0
USD,99,0,1,35,1,45,1.893008719808627208889574813,5,7,8,1,1,1,6,3,0,1
USD,101,0,1,1,1,1,5.787483602129793965583764179,4,7,9,1,1,1,6,3,,1
USD,120,0,0,,0,,0,1,13,13,1,1,1,5,3,,0
EUR,36,165,1,166,1,170,1.929161200709931321861254726,5,12,13,1,1,1,12,3,82,1
EUR,29,0,1,1,1,2,3.858322401419862643722509453,5,7,7,1,0,1,7,3,0,1
USD,46,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
USD,120,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
EUR,25,0,0,,0,,0,1,10,8,1,1,1,8,3,,0
USD,16,0,0,,0,,0,1,12,13,1,1,1,12,3,0,0
EUR,36,9,1,9,1,9,1.929161200709931321861254726,0,8,5,1,0,1,12,3,0,1
EUR,38,1,1,1,1,3,3.858322401419862643722509453,3,6,5,1,0,1,5,3,0,1
USD,22,57,1,230,1,230,2.314993440851917586233505672,3,6,13,1,0,1,12,3,15,0
USD,24,0,1,6,0,,0,1,13,6,1,1,1,12,3,2,0
EUR,1,2,0,,0,,0,1,7,7,0,0,0,0,3,,0
USD,120,155,1,167,0,,0,1,8,7,1,1,1,5,0,,0
EUR,8,0,0,,0,,0,1,8,8,1,1,1,8,3,,0
EUR,36,20,1,24,0,,0,1,12,6,1,1,0,0,0,,0
EUR,38,0,1,2,1,3,1.929161200709931321861254726,3,5,5,1,1,0,0,3,,1
USD,43,0,1,100,0,,0,1,13,5,1,0,0,0,0,,0
EUR,36,0,1,0,1,3,7.716644802839725287445018906,5,5,6,0,0,1,5,3,,1
USD,56,0,0,,0,,0,1,5,13,0,0,1,12,3,0,0
GBP,41,0,0,,0,,0,1,12,12,0,1,0,0,3,,0
EUR,21,0,0,,0,,0,1,6,6,0,0,0,0,3,,0
EUR,29,0,1,1,1,8,1.929161200709931321861254726,5,7,6,1,1,1,13,3,,1
USD,78,0,1,1,0,,0,1,5,5,0,0,1,13,3,,0
EUR,38,0,1,1,1,10,3.858322401419862643722509453,3,9,6,1,0,1,13,3,1,1
EUR,36,7,1,9,1,10,5.787483602129793965583764179,0,13,5,1,1,1,12,3,,1
USD,24,0,1,1,0,,0,1,5,6,0,0,1,13,3,1,0
USD,25,0,1,1,0,,0,1,12,13,1,1,1,12,3,0,0
USD,31,2,0,,0,,0,1,12,13,0,0,0,0,0,2,0
EUR,36,13,1,14,1,14,1.929161200709931321861254726,0,12,13,0,0,0,0,3,2,1
EUR,36,11,1,24,1,61,3.858322401419862643722509453,5,6,13,1,0,1,12,0,1,0
USD,120,0,1,310,0,,0,1,9,8,1,1,1,5,3,,0
GBP,41,0,1,2,1,2,19.29161200709931321861254726,0,15,15,0,0,0,0,3,2,1
EUR,36,164,1,165,1,165,1.929161200709931321861254726,0,13,12,1,1,0,0,3,,0
EUR,7,0,1,2,1,6,3.086657921135890114978007562,5,7,5,1,1,1,12,3,2,1
EUR,36,3,1,4,1,9,30.86657921135890114978007562,0,8,6,1,0,1,7,3,3,1
EUR,36,0,1,2,1,5,23.14993440851917586233505672,5,5,5,0,0,0,0,3,2,1
EUR,36,0,1,3,1,41,2.314993440851917586233505672,0,12,5,1,0,1,12,3,,1
USD,24,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
EUR,82,0,1,164,1,179,2.314993440851917586233505672,5,7,7,0,0,1,7,3,,1
EUR,29,0,1,3,0,,0,1,8,6,1,0,1,13,3,0,0
USD,79,0,0,,0,,0,1,12,12,1,1,1,12,3,,0
EUR,36,0,1,1,1,5,38.58322401419862643722509453,5,6,5,0,0,1,13,3,,1
EUR,36,19,1,20,1,26,77.16644802839725287445018906,5,7,7,1,0,1,8,3,0,1
USD,120,0,1,0,0,,0,1,6,6,1,1,1,13,3,,0
USD,24,0,0,,0,,0,1,8,8,0,1,1,5,3,,0
EUR,36,0,0,,0,,0,1,7,7,1,1,1,13,3,,0
EUR,13,0,1,0,0,,0,1,7,6,1,0,1,6,3,,0
USD,41,0,1,0,1,13,7.716644802839725287445018906,0,6,9,1,1,1,5,3,,0
EUR,38,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,24,49,1,49,1,64,3.724670113434678601743961725,4,13,5,1,1,1,13,3,48,1
EUR,14,1,1,1,1,6,38.58322401419862643722509453,5,7,7,1,0,1,6,3,0,1
USD,41,0,0,,0,,0,1,7,7,0,0,1,6,3,,0
EUR,14,0,1,1,0,,0,1,15,15,1,1,1,9,3,0,0
USD,49,0,0,,0,,0,1,12,10,1,0,0,0,3,,0
EUR,7,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,24,0,1,2,1,17,16.17408750675206420248475963,5,13,5,0,0,1,5,3,0,1
EUR,34,10,1,10,1,13,77.16644802839725287445018906,5,0,0,0,0,0,0,2,0,1
USD,12,0,0,,0,,0,1,12,12,1,1,0,0,3,,0
USD,85,1,1,1,1,56,1.929161200709931321861254726,4,12,5,0,1,1,12,0,1,0
EUR,36,8,1,8,1,17,7.716644802839725287445018906,5,5,12,1,1,1,13,3,,0
EUR,58,142,1,142,1,142,6.076857782236283663862952388,0,6,6,1,0,1,12,3,0,1
EUR,68,0,1,0,1,1,7.716644802839725287445018906,0,8,8,1,1,0,0,3,1,1
EUR,38,0,0,,0,,0,1,12,12,0,0,0,0,0,0,0
EUR,36,1,1,2,0,,0,1,13,13,0,0,0,0,3,0,0
EUR,36,23,1,24,1,26,19.29161200709931321861254726,5,6,6,0,0,0,0,2,1,1
USD,24,0,0,,0,,0,1,13,13,0,0,1,5,3,,0
USD,48,1,1,2,0,,0,1,13,7,0,0,1,7,3,1,0
EUR,36,0,1,73,1,75,3.858322401419862643722509453,0,13,13,0,0,0,0,3,67,1
USD,33,0,0,,0,,0,1,6,5,1,0,1,13,3,,0
USD,120,0,0,,0,,0,1,8,7,1,1,1,5,3,,0
GBP,41,1,1,292,1,293,3.858322401419862643722509453,5,12,13,0,0,0,0,3,306,0
USD,56,0,1,0,0,,0,1,12,12,1,1,1,12,3,,0
EUR,29,0,1,0,1,0,3.858322401419862643722509453,0,8,8,1,0,1,8,3,,1
USD,36,0,0,,0,,0,1,0,0,0,0,0,0,0,,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
EUR,36,29,1,32,1,32,7.716644802839725287445018906,0,6,6,0,0,1,12,3,0,1
EUR,36,0,0,,0,,0,1,12,5,0,0,0,0,3,,0
USD,115,0,0,,0,,0,1,13,5,0,0,0,0,3,,0
EUR,29,0,1,5,1,12,3.858322401419862643722509453,5,5,5,0,0,0,0,3,,1
EUR,36,64,0,,0,,0,1,5,13,0,0,0,0,3,1,0
EUR,36,0,1,0,1,0,1.929161200709931321861254726,0,5,5,1,0,1,5,3,0,1
EUR,36,7,1,7,1,11,38.58322401419862643722509453,5,6,5,1,0,1,5,2,0,1
USD,77,50,1,51,1,51,9.645806003549656609306273632,3,8,5,1,1,0,0,3,,1
GBP,20,1,1,2,1,2,1.929161200709931321861254726,3,6,7,1,0,0,0,2,0,1
EUR,36,0,0,,0,,0,1,7,8,1,1,0,0,0,,0
EUR,36,1,1,1,1,6,1.929161200709931321861254726,0,7,5,1,0,0,0,3,0,1
USD,22,0,0,,0,,0,1,12,13,0,0,0,0,0,,0
USD,22,0,1,0,0,,0,1,12,6,0,0,0,0,3,,0
EUR,36,2,1,57,0,,0,1,12,12,0,1,0,0,3,2,0
EUR,36,0,1,1,1,3,4.629986881703835172467011343,6,13,5,1,1,1,13,3,65,1
USD,22,0,1,63,0,,0,1,12,13,1,1,0,0,0,,0
EUR,36,0,0,,0,,0,1,6,7,1,0,0,0,3,,0
EUR,36,0,0,,0,,0,1,6,7,1,1,0,0,3,,0
GBP,41,0,1,0,0,,0,1,11,11,1,1,0,0,3,,0
USD,97,0,1,2,0,,0,1,8,7,0,0,1,5,3,,0
USD,101,0,1,0,0,,0,1,8,7,0,0,1,6,3,,0
EUR,36,225,1,227,0,,0,1,7,6,1,0,0,0,3,0,0
EUR,36,1,1,2,0,,0,1,13,13,1,1,1,5,0,1,0
EUR,36,0,1,2,1,4,1.929161200709931321861254726,0,12,13,0,0,1,13,3,1,1
EUR,36,0,0,,0,,0,1,6,5,1,0,1,13,3,,0
EUR,38,0,0,,0,,0,1,12,12,0,0,0,0,3,,0
GBP,113,0,1,2,0,,0,1,6,6,1,1,1,7,3,8,0
EUR,36,0,1,1,1,2,1.929161200709931321861254726,6,5,6,0,0,0,0,3,3,1
EUR,38,2,1,3,1,17,1.929161200709931321861254726,5,13,13,0,0,0,0,3,2,1
EUR,36,21,1,23,0,,0,1,8,9,1,0,0,0,3,16,0
EUR,36,236,1,236,1,236,3.858322401419862643722509453,0,13,5,0,0,0,0,3,114,1
USD,79,98,1,282,0,,0,1,12,12,0,0,0,0,0,19,0
EUR,29,60,1,60,1,75,15.43328960567945057489003781,5,7,5,1,1,1,13,3,11,1
USD,115,0,0,,0,,0,1,12,13,1,1,0,0,3,,0
EUR,36,0,0,,0,,0,1,7,8,0,0,1,7,3,0,0
EUR,29,0,1,19,1,22,1.929161200709931321861254726,5,8,7,0,0,1,6,3,0,1
USD,113,0,0,,0,,0,1,12,13,0,0,0,0,3,,0
USD,6,1,1,1,0,,0,1,12,13,1,0,1,12,3,5,0
EUR,36,0,0,,0,,0,1,7,8,1,1,0,0,3,0,0
EUR,36,90,1,91,0,,0,1,13,13,0,0,0,0,0,,0
EUR,36,67,1,70,1,70,11.57496720425958793116752836,0,7,8,1,1,1,12,2,0,1
EUR,97,0,1,0,1,1,7.716644802839725287445018906,3,6,6,1,0,1,5,3,,1
EUR,29,0,1,1,1,1,3.086657921135890114978007562,0,6,6,0,0,1,5,3,229,1
EUR,36,0,1,1,0,,0,1,13,5,0,0,1,5,3,18,0
USD,22,0,0,,0,,0,1,0,0,0,0,0,0,3,,0
USD,117,0,1,0,0,,0,1,12,12,1,1,1,12,3,0,0
GBP,41,0,0,,0,,0,1,13,13,1,0,0,0,0,0,0
GBP,41,0,0,,0,,0,1,12,13,0,0,0,0,3,,0
USD,71,0,0,,0,,0,1,13,13,1,0,0,0,3,,0
USD,120,0,0,,0,,0,1,5,5,1,1,1,5,3,,0
GBP,41,0,1,52,1,65,1.929161200709931321861254726,0,12,5,1,0,0,0,3,,1
EUR,36,0,0,,0,,0,1,13,13,1,1,0,0,3,,0
EUR,36,0,1,22,1,63,7.716644802839725287445018906,5,13,13,1,1,0,0,3,,1
USD,101,0,1,0,1,2,19.29161200709931321861254726,5,15,8,1,1,1,8,3,0,1
